time,flow,temp,salt
2010-04-25 00:00:00,    0.000000,    5.922049,    0.000000
2010-04-26 00:00:00,    0.000000,    5.511122,    0.000000
2010-04-27 00:00:00,    0.000000,    5.713221,    0.000000
2010-04-28 00:00:00,    0.000000,    6.067528,    0.000000
2010-04-29 00:00:00,    0.000000,    6.318057,    0.000000
